1100,1100
1200,1100
1800,1800
1820,1800
1900,1900
2100,1800
2200,1800
2400,1800
3200,1900
4100,1900
4400,1900
5200,5200
5400,5400
6110,6110
6120,6120
6410,6110
6420,6420
6425,6425
6510,6510
6600,6600
7100,7100
9113,9113
