"id","value","count","basin_name","basin_huc","basin_feat","filename","land_policy","accretion","slr_scenario","yr","acres"
"COASTAL_Citrus",0,4318.69205550686,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",4.26869023888821
"COASTAL_Citrus",1900,44400.0830278804,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",43.8860188665836
"COASTAL_Citrus",3200,167.227728016675,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",0.165291565381697
"COASTAL_Citrus",4100,77.9893901277828,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",0.0770864289688834
"COASTAL_Citrus",5400,157358409.416536,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",155536.513752311
"COASTAL_Citrus",6110,1559.16808538046,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",1.54111603728792
"COASTAL_Citrus",6120,5733453.89037232,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",5667.07196122959
"COASTAL_Citrus",6420,287986.456404906,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",284.65214921265
"COASTAL_Citrus",6425,2371.30939519174,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",2.34385437501421
"COASTAL_Citrus",6510,1252.99443795095,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",1.23848726834836
"COASTAL_Citrus",6600,8662.4619779638,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",8.56216799318294
"COASTAL_Citrus",7100,142,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",0.140355924
"COASTAL_Citrus",9113,40103787.0308786,"Citrus Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",39639.4653846351
"COASTAL_Hernando",0,4373.58493091911,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",4.32294756458893
"COASTAL_Hernando",1100,36.8856097608805,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",0.036458548171069
"COASTAL_Hernando",1200,710.356931740343,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",0.702132419184653
"COASTAL_Hernando",1800,1901.60605486651,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",1.87958925996327
"COASTAL_Hernando",1900,2798.2920348981,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",2.76589340971805
"COASTAL_Hernando",4100,267.310042252182,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",0.264215126582986
"COASTAL_Hernando",5400,110093425.64115,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",108818.763959077
"COASTAL_Hernando",6110,72,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",0.071166384
"COASTAL_Hernando",6120,498964.874833917,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",493.18785951309
"COASTAL_Hernando",6410,11.7695228978992,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",0.0116332553617873
"COASTAL_Hernando",6420,65834.9450071374,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",65.0727080138448
"COASTAL_Hernando",6425,5523.03195462091,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",5.45908629065031
"COASTAL_Hernando",6510,1877.51715807023,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",1.85577926441409
"COASTAL_Hernando",6600,1018.55023430183,"Hernando Coastal Waters",NA,"COASTAL","tbcmp_AM_LA_IntLow_2050","AM","LA","IntLow","2050",1.00675745968908
