"id","value","count","basin_name","basin_huc8","basin_huc","basin_feat","filename","land_policy","accretion","slr_scenario","yr","acres"
"03080102_70880000_TIGER_LAKE_OUTLET",1100,10396,"TIGER LAKE OUTLET","03080102","70880000","OUTLET","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",10.275630163504
"03080102_70880000_TIGER_LAKE_OUTLET",1200,3016,"TIGER LAKE OUTLET","03080102","70880000","OUTLET","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",2.981079316384
"03080102_70880000_TIGER_LAKE_OUTLET",1900,1472,"TIGER LAKE OUTLET","03080102","70880000","OUTLET","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",1.454956483328
"03080102_70880000_TIGER_LAKE_OUTLET",2100,26641,"TIGER LAKE OUTLET","03080102","70880000","OUTLET","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",26.332537820884
"03080102_70880000_TIGER_LAKE_OUTLET",4100,7694,"TIGER LAKE OUTLET","03080102","70880000","OUTLET","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",7.604915205656
"03080102_70880000_TIGER_LAKE_OUTLET",5400,2446021,"TIGER LAKE OUTLET","03080102","70880000","OUTLET","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",2417.699804556
"03080102_70880000_TIGER_LAKE_OUTLET",6410,4753,"TIGER LAKE OUTLET","03080102","70880000","OUTLET","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",4.697967503572
"03080102_70900000_NONCONTRIBUTING_AREA",1100,67236,"NONCONTRIBUTING AREA","03080102","70900000","NONCON","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",66.457509587664
"03080102_70900000_NONCONTRIBUTING_AREA",1200,59088,"NONCONTRIBUTING AREA","03080102","70900000","NONCON","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",58.403851010112
"03080102_70900000_NONCONTRIBUTING_AREA",1900,6891,"NONCONTRIBUTING AREA","03080102","70900000","NONCON","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",6.811212721884
"03080102_70900000_NONCONTRIBUTING_AREA",2100,364304,"NONCONTRIBUTING AREA","03080102","70900000","NONCON","tbcmp_PD_HA_IntHigh_2080","PD","HA","IntHigh","2080",360.085914879296
